customer_id,customer_name,email,phone,preferred_categories,budget_level,city,registered_at,gender,age_group
673,Khách hàng 673,customer673@email.com,0989729429,Quần tây,high,Cần Thơ,2024-06-10,Nữ,36-45
674,Khách hàng 674,customer674@email.com,0923590593,Váy công sở|Đầm dạ hội|Áo dài,low,TP.HCM,2022-11-10,Nữ,36-45
675,Khách hàng 675,customer675@email.com,0949916439,Chân váy|Áo sơ mi|Đồ thể thao,low,Hà Nội,2022-05-02,Nữ,26-35
676,Khách hàng 676,customer676@email.com,0910512117,Quần tây,low,Nha Trang,2023-05-26,Nữ,26-35
677,Khách hàng 677,customer677@email.com,0937776759,Áo dài,medium,Buôn Ma Thuột,2021-12-16,Nữ,18-25
678,Khách hàng 678,customer678@email.com,0998723294,Áo khoác|Đồ thể thao,low,Đà Nẵng,2022-06-27,Nam,46-55
679,Khách hàng 679,customer679@email.com,0915988382,Đầm dạ hội|Áo khoác,medium,Hà Nội,2022-06-24,Nữ,36-45
680,Khách hàng 680,customer680@email.com,0921503440,Vest,medium,Đà Nẵng,2024-09-30,Nữ,36-45
681,Khách hàng 681,customer681@email.com,0981875527,Áo dài|Váy công sở|Chân váy,high,Đà Nẵng,2024-11-08,Nữ,26-35
682,Khách hàng 682,customer682@email.com,0914661179,Váy công sở,medium,Đà Nẵng,2023-10-26,Nữ,55+
683,Khách hàng 683,customer683@email.com,0970269093,Vest,high,TP.HCM,2021-12-21,Nam,18-25
684,Khách hàng 684,customer684@email.com,0920518444,Váy công sở,medium,Buôn Ma Thuột,2024-10-31,Nữ,46-55
685,Khách hàng 685,customer685@email.com,0921680625,Quần tây|Vest,medium,Đà Nẵng,2023-03-06,Nữ,26-35
686,Khách hàng 686,customer686@email.com,0988863127,Đồ thể thao,high,TP.HCM,2023-12-07,Nam,36-45
687,Khách hàng 687,customer687@email.com,0948398732,Vest|Đồ thể thao|Chân váy,high,Biên Hòa,2024-01-02,Nam,36-45
688,Khách hàng 688,customer688@email.com,0933112256,Đồ thể thao|Áo khoác|Áo dài,medium,Huế,2022-07-19,Nữ,26-35
689,Khách hàng 689,customer689@email.com,0916615722,Quần tây|Áo cưới,high,Biên Hòa,2023-09-01,Nam,46-55
690,Khách hàng 690,customer690@email.com,0975984013,Áo sơ mi|Đồ thể thao,medium,Buôn Ma Thuột,2024-11-26,Nam,26-35
691,Khách hàng 691,customer691@email.com,0965938288,Áo khoác|Quần tây|Áo sơ mi,medium,TP.HCM,2024-05-23,Nam,46-55
692,Khách hàng 692,customer692@email.com,0917543817,Áo khoác|Chân váy|Quần tây,high,TP.HCM,2023-11-22,Nữ,26-35
693,Khách hàng 693,customer693@email.com,0935872271,Đồ thể thao|Áo dài|Đầm dạ hội,high,TP.HCM,2022-02-16,Nữ,46-55
694,Khách hàng 694,customer694@email.com,0972306347,Áo cưới|Áo sơ mi|Quần tây,medium,Vũng Tàu,2023-11-01,Nữ,26-35
695,Khách hàng 695,customer695@email.com,0933834879,Đồ thể thao|Áo khoác,medium,Hà Nội,2023-08-30,Nam,46-55
696,Khách hàng 696,customer696@email.com,0961883966,Vest|Áo sơ mi|Áo dài,low,Huế,2021-04-12,Nữ,46-55
697,Khách hàng 697,customer697@email.com,0997454571,Áo cưới|Đồ thể thao|Áo sơ mi,medium,Biên Hòa,2023-04-19,Nữ,36-45
698,Khách hàng 698,customer698@email.com,0990683906,Đầm dạ hội|Đồ thể thao,low,Huế,2021-01-18,Nữ,36-45
699,Khách hàng 699,customer699@email.com,0956802956,Áo sơ mi|Váy công sở|Chân váy,low,Đà Nẵng,2023-07-30,Nữ,46-55
700,Khách hàng 700,customer700@email.com,0910986174,Đồ thể thao|Vest,high,Buôn Ma Thuột,2023-11-14,Nữ,36-45
701,Khách hàng 701,customer701@email.com,0924509544,Đồ thể thao|Áo sơ mi|Chân váy,low,Buôn Ma Thuột,2023-09-14,Nữ,46-55
702,Khách hàng 702,customer702@email.com,0930123169,Áo sơ mi|Áo cưới,high,Biên Hòa,2023-11-26,Nữ,46-55
703,Khách hàng 703,customer703@email.com,0913416548,Váy công sở|Quần tây|Đầm dạ hội,medium,Hà Nội,2024-09-04,Nữ,26-35
704,Khách hàng 704,customer704@email.com,0939845082,Áo dài|Áo cưới|Quần tây,medium,Hải Phòng,2024-11-06,Nữ,36-45
705,Khách hàng 705,customer705@email.com,0949431028,Áo sơ mi|Đầm dạ hội|Chân váy,medium,Hải Phòng,2021-07-19,Nữ,36-45
706,Khách hàng 706,customer706@email.com,0997836731,Quần tây,low,TP.HCM,2021-07-02,Nữ,26-35
707,Khách hàng 707,customer707@email.com,0988593968,Quần tây|Áo sơ mi,medium,TP.HCM,2022-08-26,Nam,36-45
708,Khách hàng 708,customer708@email.com,0936111227,Đồ thể thao|Vest|Áo khoác,low,Cần Thơ,2023-10-22,Nữ,26-35
709,Khách hàng 709,customer709@email.com,0936883353,Đầm dạ hội,medium,Đà Nẵng,2022-12-03,Nữ,26-35
710,Khách hàng 710,customer710@email.com,0975441993,Đầm dạ hội|Vest,medium,TP.HCM,2022-11-13,Nữ,18-25
711,Khách hàng 711,customer711@email.com,0987346846,Áo cưới|Đầm dạ hội,medium,Hải Phòng,2021-11-21,Nam,36-45
712,Khách hàng 712,customer712@email.com,0974075580,Váy công sở|Đồ thể thao|Chân váy,low,Đà Nẵng,2023-02-25,Nữ,55+
713,Khách hàng 713,customer713@email.com,0912404661,Chân váy|Áo cưới,low,Hải Phòng,2024-10-17,Nam,46-55
714,Khách hàng 714,customer714@email.com,0961479273,Đầm dạ hội|Vest,medium,TP.HCM,2023-10-28,Nữ,26-35
715,Khách hàng 715,customer715@email.com,0990043415,Áo khoác|Chân váy,medium,Biên Hòa,2023-12-10,Nữ,26-35
716,Khách hàng 716,customer716@email.com,0932130289,Quần tây|Áo cưới,low,TP.HCM,2023-04-07,Nữ,26-35
717,Khách hàng 717,customer717@email.com,0977730769,Đồ thể thao,low,Cần Thơ,2021-12-13,Nữ,26-35
718,Khách hàng 718,customer718@email.com,0989715138,Áo sơ mi|Chân váy|Áo dài,medium,Cần Thơ,2021-04-09,Nam,36-45
719,Khách hàng 719,customer719@email.com,0926588648,Áo khoác|Váy công sở,low,Cần Thơ,2024-01-26,Nam,36-45
720,Khách hàng 720,customer720@email.com,0966488410,Áo sơ mi,low,Đà Nẵng,2024-09-17,Nữ,36-45
721,Khách hàng 721,customer721@email.com,0992906016,Vest|Chân váy,low,Hải Phòng,2021-08-30,Nữ,36-45
722,Khách hàng 722,customer722@email.com,0958039455,Chân váy|Áo cưới,medium,TP.HCM,2024-12-11,Nữ,46-55
723,Khách hàng 723,customer723@email.com,0910367488,Áo khoác|Quần tây|Áo cưới,medium,Biên Hòa,2021-01-27,Nữ,36-45
724,Khách hàng 724,customer724@email.com,0978679929,Vest,medium,TP.HCM,2021-06-03,Nam,26-35
725,Khách hàng 725,customer725@email.com,0916721650,Áo sơ mi|Áo khoác,high,Biên Hòa,2021-07-24,Nữ,26-35
726,Khách hàng 726,customer726@email.com,0922750478,Quần tây|Váy công sở|Vest,low,TP.HCM,2021-04-04,Nữ,26-35
727,Khách hàng 727,customer727@email.com,0922475714,Đồ thể thao|Áo sơ mi,high,TP.HCM,2023-02-03,Nữ,55+
728,Khách hàng 728,customer728@email.com,0966604960,Váy công sở|Áo khoác,high,TP.HCM,2024-08-21,Nam,36-45
729,Khách hàng 729,customer729@email.com,0965838294,Vest,medium,Đà Nẵng,2024-04-24,Nữ,36-45
730,Khách hàng 730,customer730@email.com,0927536261,Đồ thể thao|Áo dài,high,TP.HCM,2023-09-17,Nữ,18-25
731,Khách hàng 731,customer731@email.com,0980439867,Quần tây|Áo dài,medium,TP.HCM,2024-03-26,Nữ,46-55
732,Khách hàng 732,customer732@email.com,0998813650,Chân váy|Vest|Váy công sở,medium,Cần Thơ,2022-05-25,Nữ,18-25
733,Khách hàng 733,customer733@email.com,0996355513,Đồ thể thao|Áo dài|Chân váy,medium,Đà Nẵng,2021-11-18,Nữ,18-25
734,Khách hàng 734,customer734@email.com,0954411953,Quần tây|Áo cưới,low,TP.HCM,2022-07-24,Nữ,26-35
735,Khách hàng 735,customer735@email.com,0971618633,Vest,high,Hà Nội,2023-06-29,Nữ,26-35
736,Khách hàng 736,customer736@email.com,0997694240,Áo khoác,low,Hà Nội,2021-02-06,Nữ,18-25
737,Khách hàng 737,customer737@email.com,0993089652,Đồ thể thao,medium,Đà Nẵng,2024-07-29,Nam,36-45
738,Khách hàng 738,customer738@email.com,0939919562,Quần tây|Áo dài,medium,Hải Phòng,2023-07-20,Nữ,36-45
739,Khách hàng 739,customer739@email.com,0923077775,Áo khoác|Vest,low,Hà Nội,2024-09-11,Nữ,55+
740,Khách hàng 740,customer740@email.com,0960182714,Chân váy|Đồ thể thao,low,Biên Hòa,2024-12-08,Nữ,46-55
741,Khách hàng 741,customer741@email.com,0991987136,Váy công sở|Vest|Áo sơ mi,low,Vũng Tàu,2022-02-06,Nữ,26-35
742,Khách hàng 742,customer742@email.com,0924464073,Quần tây,low,Huế,2023-04-29,Nữ,18-25
743,Khách hàng 743,customer743@email.com,0928070539,Áo khoác|Chân váy,low,Hải Phòng,2023-10-19,Nữ,26-35
744,Khách hàng 744,customer744@email.com,0987652255,Áo khoác|Chân váy|Đầm dạ hội,medium,TP.HCM,2021-12-22,Nữ,36-45
745,Khách hàng 745,customer745@email.com,0966192230,Chân váy|Váy công sở,high,Hải Phòng,2024-06-01,Nam,55+
746,Khách hàng 746,customer746@email.com,0928546206,Áo khoác|Đầm dạ hội,medium,Biên Hòa,2023-04-26,Nữ,46-55
747,Khách hàng 747,customer747@email.com,0936962876,Quần tây|Chân váy|Áo cưới,medium,Hà Nội,2022-03-06,Nam,36-45
748,Khách hàng 748,customer748@email.com,0925489430,Đầm dạ hội|Chân váy|Quần tây,medium,Huế,2022-12-23,Nữ,36-45
749,Khách hàng 749,customer749@email.com,0911714029,Chân váy|Áo sơ mi|Váy công sở,low,Hà Nội,2023-12-07,Nam,18-25
750,Khách hàng 750,customer750@email.com,0943629729,Đầm dạ hội|Áo sơ mi,high,Cần Thơ,2021-10-27,Nam,36-45
751,Khách hàng 751,customer751@email.com,0970746206,Quần tây,medium,Cần Thơ,2021-07-29,Nữ,26-35
752,Khách hàng 752,customer752@email.com,0978574830,Chân váy|Váy công sở|Áo cưới,low,Cần Thơ,2024-11-26,Nữ,26-35
753,Khách hàng 753,customer753@email.com,0911740164,Quần tây|Chân váy|Áo dài,low,Biên Hòa,2022-05-30,Nữ,26-35
754,Khách hàng 754,customer754@email.com,0988971743,Quần tây,medium,TP.HCM,2024-01-25,Nữ,18-25
755,Khách hàng 755,customer755@email.com,0935095571,Đầm dạ hội|Vest,medium,TP.HCM,2021-12-22,Nam,26-35
756,Khách hàng 756,customer756@email.com,0988381281,Đầm dạ hội|Đồ thể thao,low,Đà Nẵng,2022-06-07,Nữ,18-25
757,Khách hàng 757,customer757@email.com,0993935292,Đồ thể thao|Áo dài,high,Hà Nội,2024-06-14,Nữ,36-45
758,Khách hàng 758,customer758@email.com,0980517332,Quần tây,high,Đà Nẵng,2022-03-27,Nữ,18-25
759,Khách hàng 759,customer759@email.com,0956896070,Chân váy|Váy công sở|Vest,high,Cần Thơ,2022-03-30,Nam,26-35
760,Khách hàng 760,customer760@email.com,0925397719,Chân váy|Áo khoác|Áo dài,medium,TP.HCM,2024-10-01,Nữ,46-55
761,Khách hàng 761,customer761@email.com,0953075436,Áo dài,high,Vũng Tàu,2023-02-21,Nữ,26-35
762,Khách hàng 762,customer762@email.com,0960326016,Áo dài|Chân váy,high,Hà Nội,2023-11-20,Nam,46-55
763,Khách hàng 763,customer763@email.com,0978973779,Quần tây,high,TP.HCM,2021-06-18,Nữ,26-35
764,Khách hàng 764,customer764@email.com,0938290610,Vest,medium,TP.HCM,2024-10-04,Nữ,46-55
765,Khách hàng 765,customer765@email.com,0968416623,Chân váy,high,TP.HCM,2024-08-17,Nữ,18-25
766,Khách hàng 766,customer766@email.com,0919831184,Quần tây|Áo dài|Vest,low,Hà Nội,2021-04-22,Nam,46-55
767,Khách hàng 767,customer767@email.com,0970549061,Váy công sở|Đồ thể thao,medium,Hà Nội,2024-07-14,Nữ,18-25
768,Khách hàng 768,customer768@email.com,0918487605,Đồ thể thao,low,Nha Trang,2024-04-14,Nữ,26-35
769,Khách hàng 769,customer769@email.com,0947784631,Áo sơ mi|Vest,medium,Nha Trang,2023-06-16,Nam,18-25
770,Khách hàng 770,customer770@email.com,0962478133,Đầm dạ hội,low,Huế,2024-01-23,Nam,46-55
771,Khách hàng 771,customer771@email.com,0926540343,Quần tây|Áo dài|Đầm dạ hội,low,Huế,2021-03-27,Nữ,55+
772,Khách hàng 772,customer772@email.com,0938418851,Áo cưới|Quần tây,high,Nha Trang,2023-04-26,Nam,18-25
773,Khách hàng 773,customer773@email.com,0934341456,Áo sơ mi|Áo cưới|Vest,high,Nha Trang,2024-10-06,Nữ,55+
774,Khách hàng 774,customer774@email.com,0949010740,Áo khoác|Chân váy|Vest,low,TP.HCM,2024-10-07,Nữ,26-35
775,Khách hàng 775,customer775@email.com,0997976094,Quần tây|Đầm dạ hội,low,Huế,2022-04-26,Nữ,26-35
776,Khách hàng 776,customer776@email.com,0988405961,Quần tây|Áo sơ mi,medium,Hà Nội,2021-11-09,Nam,26-35
777,Khách hàng 777,customer777@email.com,0943041067,Quần tây,medium,Huế,2022-03-30,Nam,26-35
778,Khách hàng 778,customer778@email.com,0969774935,Quần tây|Áo khoác|Chân váy,high,Đà Nẵng,2023-01-05,Nam,36-45
779,Khách hàng 779,customer779@email.com,0928790705,Áo sơ mi,low,Hải Phòng,2024-01-09,Nữ,36-45
780,Khách hàng 780,customer780@email.com,0994775473,Chân váy,high,Huế,2021-03-05,Nữ,26-35
781,Khách hàng 781,customer781@email.com,0944979330,Chân váy,high,Đà Nẵng,2024-01-19,Nữ,18-25
782,Khách hàng 782,customer782@email.com,0927969238,Áo cưới|Áo sơ mi,medium,TP.HCM,2023-08-10,Nữ,18-25
783,Khách hàng 783,customer783@email.com,0932259144,Đồ thể thao,low,TP.HCM,2023-11-19,Nữ,36-45
784,Khách hàng 784,customer784@email.com,0958156722,Áo khoác,low,Đà Nẵng,2021-03-24,Nam,26-35
785,Khách hàng 785,customer785@email.com,0979509378,Áo cưới,medium,Vũng Tàu,2023-01-10,Nữ,18-25
786,Khách hàng 786,customer786@email.com,0945341684,Quần tây|Vest|Áo sơ mi,medium,TP.HCM,2024-03-31,Nữ,26-35
787,Khách hàng 787,customer787@email.com,0960509993,Vest|Chân váy|Áo sơ mi,medium,Hà Nội,2022-04-02,Nữ,26-35
788,Khách hàng 788,customer788@email.com,0977355419,Đồ thể thao|Áo dài,medium,TP.HCM,2021-10-12,Nữ,26-35
789,Khách hàng 789,customer789@email.com,0931120146,Đầm dạ hội,medium,Nha Trang,2023-01-12,Nữ,26-35
790,Khách hàng 790,customer790@email.com,0974265413,Vest|Áo khoác,low,TP.HCM,2023-09-09,Nữ,18-25
791,Khách hàng 791,customer791@email.com,0986972056,Đầm dạ hội,low,Huế,2024-04-28,Nam,36-45
792,Khách hàng 792,customer792@email.com,0944663022,Đầm dạ hội,medium,Hà Nội,2022-01-04,Nữ,36-45
793,Khách hàng 793,customer793@email.com,0970291054,Áo sơ mi|Vest|Áo cưới,high,Biên Hòa,2024-05-27,Nam,46-55
794,Khách hàng 794,customer794@email.com,0932511225,Đầm dạ hội|Đồ thể thao|Áo sơ mi,medium,Đà Nẵng,2024-11-05,Nữ,26-35
795,Khách hàng 795,customer795@email.com,0912222998,Đầm dạ hội|Vest,medium,Biên Hòa,2022-02-19,Nữ,46-55
796,Khách hàng 796,customer796@email.com,0992510102,Vest|Đầm dạ hội|Áo khoác,low,Hải Phòng,2024-05-13,Nữ,18-25
797,Khách hàng 797,customer797@email.com,0910161088,Đầm dạ hội|Chân váy,medium,Đà Nẵng,2024-10-21,Nữ,18-25
798,Khách hàng 798,customer798@email.com,0961168696,Váy công sở|Áo cưới|Áo khoác,medium,Hải Phòng,2022-12-19,Nữ,36-45
799,Khách hàng 799,customer799@email.com,0927969486,Váy công sở,medium,TP.HCM,2022-06-06,Nữ,26-35
800,Khách hàng 800,customer800@email.com,0910734097,Váy công sở|Áo sơ mi|Áo cưới,medium,TP.HCM,2024-12-23,Nữ,26-35
801,Khách hàng 801,customer801@email.com,0964874257,Áo cưới|Quần tây,low,Hà Nội,2023-01-12,Nữ,26-35
802,Khách hàng 802,customer802@email.com,0963345392,Váy công sở|Quần tây|Áo sơ mi,medium,Hải Phòng,2022-02-22,Nữ,26-35
803,Khách hàng 803,customer803@email.com,0987531025,Áo khoác|Áo sơ mi|Chân váy,high,Hà Nội,2022-12-07,Nam,46-55
804,Khách hàng 804,customer804@email.com,0969940949,Áo cưới,high,TP.HCM,2024-12-03,Nữ,36-45
805,Khách hàng 805,customer805@email.com,0962224611,Đồ thể thao|Áo dài|Đầm dạ hội,low,TP.HCM,2024-07-26,Nam,55+
806,Khách hàng 806,customer806@email.com,0945311610,Vest|Đồ thể thao,medium,Huế,2022-03-31,Nữ,55+
807,Khách hàng 807,customer807@email.com,0948449249,Đồ thể thao|Chân váy,high,TP.HCM,2024-12-28,Nữ,18-25
808,Khách hàng 808,customer808@email.com,0937072687,Áo khoác|Áo dài,high,Đà Nẵng,2024-09-07,Nam,36-45
809,Khách hàng 809,customer809@email.com,0914840043,Chân váy|Áo cưới|Đầm dạ hội,low,TP.HCM,2023-01-07,Nam,55+
810,Khách hàng 810,customer810@email.com,0964418707,Quần tây|Váy công sở,low,TP.HCM,2024-04-15,Nữ,46-55
811,Khách hàng 811,customer811@email.com,0956637316,Áo sơ mi|Chân váy|Quần tây,low,Buôn Ma Thuột,2022-07-21,Nữ,26-35
812,Khách hàng 812,customer812@email.com,0933492771,Áo sơ mi,medium,Đà Nẵng,2023-04-14,Nữ,26-35
813,Khách hàng 813,customer813@email.com,0944587020,Chân váy,high,Huế,2024-01-07,Nữ,55+
814,Khách hàng 814,customer814@email.com,0971585593,Áo khoác|Áo cưới|Quần tây,medium,Huế,2024-10-27,Nam,18-25
815,Khách hàng 815,customer815@email.com,0995048646,Váy công sở,medium,TP.HCM,2022-03-28,Nam,55+
816,Khách hàng 816,customer816@email.com,0943320572,Chân váy|Áo dài|Áo sơ mi,low,Cần Thơ,2022-08-12,Nữ,18-25
817,Khách hàng 817,customer817@email.com,0952127291,Áo khoác,low,Huế,2022-12-26,Nam,36-45
818,Khách hàng 818,customer818@email.com,0936798789,Áo khoác,medium,Biên Hòa,2022-04-26,Nam,26-35
819,Khách hàng 819,customer819@email.com,0957785185,Đồ thể thao,high,TP.HCM,2021-11-16,Nam,55+
820,Khách hàng 820,customer820@email.com,0982675403,Đồ thể thao|Áo dài,high,Hà Nội,2021-03-28,Nam,46-55
821,Khách hàng 821,customer821@email.com,0978603195,Áo sơ mi|Áo khoác|Đầm dạ hội,medium,Hải Phòng,2022-07-28,Nam,26-35
822,Khách hàng 822,customer822@email.com,0914370484,Áo khoác|Chân váy,medium,Biên Hòa,2023-10-27,Nữ,26-35
823,Khách hàng 823,customer823@email.com,0971749629,Chân váy,medium,TP.HCM,2022-10-09,Nam,36-45
824,Khách hàng 824,customer824@email.com,0935119175,Quần tây|Áo sơ mi,low,Hà Nội,2024-01-29,Nữ,26-35
825,Khách hàng 825,customer825@email.com,0966900650,Áo khoác,medium,Hải Phòng,2022-03-08,Nữ,26-35
826,Khách hàng 826,customer826@email.com,0987295013,Đầm dạ hội|Đồ thể thao,low,TP.HCM,2024-11-05,Nam,26-35
827,Khách hàng 827,customer827@email.com,0929574814,Váy công sở|Áo cưới,medium,TP.HCM,2021-11-03,Nữ,18-25
828,Khách hàng 828,customer828@email.com,0975313057,Chân váy|Đồ thể thao|Quần tây,low,Nha Trang,2022-09-07,Nam,18-25
829,Khách hàng 829,customer829@email.com,0938919534,Áo dài,medium,Huế,2022-06-05,Nữ,26-35
830,Khách hàng 830,customer830@email.com,0984825240,Quần tây|Chân váy,medium,Hà Nội,2022-06-12,Nữ,36-45
831,Khách hàng 831,customer831@email.com,0948199537,Áo cưới|Chân váy|Đầm dạ hội,medium,Đà Nẵng,2022-12-29,Nữ,26-35
832,Khách hàng 832,customer832@email.com,0992364557,Váy công sở,medium,Vũng Tàu,2022-08-10,Nữ,36-45
833,Khách hàng 833,customer833@email.com,0919575640,Váy công sở|Đồ thể thao,low,TP.HCM,2021-06-12,Nam,26-35
834,Khách hàng 834,customer834@email.com,0946406303,Đồ thể thao|Váy công sở,high,Vũng Tàu,2023-07-01,Nữ,26-35
835,Khách hàng 835,customer835@email.com,0934680787,Váy công sở|Đầm dạ hội,low,TP.HCM,2021-02-17,Nam,36-45
836,Khách hàng 836,customer836@email.com,0963290556,Vest|Áo cưới|Đầm dạ hội,low,Vũng Tàu,2021-07-30,Nữ,18-25
837,Khách hàng 837,customer837@email.com,0923949034,Chân váy|Vest,medium,TP.HCM,2022-06-22,Nữ,26-35
838,Khách hàng 838,customer838@email.com,0948141360,Áo cưới,medium,TP.HCM,2023-06-27,Nữ,18-25
839,Khách hàng 839,customer839@email.com,0972705646,Quần tây|Đồ thể thao|Áo khoác,high,Đà Nẵng,2024-01-13,Nam,55+
840,Khách hàng 840,customer840@email.com,0980257585,Đầm dạ hội|Áo khoác|Váy công sở,medium,Hà Nội,2024-08-03,Nam,26-35
841,Khách hàng 841,customer841@email.com,0951321368,Áo khoác,medium,TP.HCM,2023-01-20,Nam,26-35
842,Khách hàng 842,customer842@email.com,0948488577,Quần tây,medium,Cần Thơ,2023-08-19,Nữ,36-45
843,Khách hàng 843,customer843@email.com,0949315407,Áo dài|Váy công sở,low,TP.HCM,2024-05-07,Nữ,26-35
844,Khách hàng 844,customer844@email.com,0931913660,Váy công sở|Đồ thể thao|Áo cưới,medium,Hà Nội,2024-08-15,Nam,26-35
845,Khách hàng 845,customer845@email.com,0992304487,Chân váy,medium,Hà Nội,2024-11-22,Nữ,46-55
846,Khách hàng 846,customer846@email.com,0934482277,Áo cưới|Vest,low,Huế,2021-10-07,Nữ,26-35
847,Khách hàng 847,customer847@email.com,0912603206,Áo khoác|Áo cưới|Quần tây,low,Đà Nẵng,2021-11-08,Nam,18-25
848,Khách hàng 848,customer848@email.com,0911101134,Đầm dạ hội|Áo khoác,low,TP.HCM,2022-04-22,Nam,26-35
849,Khách hàng 849,customer849@email.com,0914259684,Quần tây|Áo khoác,low,Hải Phòng,2022-11-08,Nam,26-35
850,Khách hàng 850,customer850@email.com,0973102032,Vest|Chân váy,low,Nha Trang,2022-01-07,Nữ,46-55
851,Khách hàng 851,customer851@email.com,0961646699,Áo cưới,low,Buôn Ma Thuột,2023-06-27,Nam,36-45
852,Khách hàng 852,customer852@email.com,0999390064,Chân váy,medium,Cần Thơ,2022-03-03,Nam,26-35
853,Khách hàng 853,customer853@email.com,0943999060,Áo dài|Chân váy|Vest,medium,TP.HCM,2023-09-13,Nữ,46-55
854,Khách hàng 854,customer854@email.com,0941670798,Vest,medium,TP.HCM,2024-07-20,Nữ,36-45
855,Khách hàng 855,customer855@email.com,0915636254,Áo cưới|Áo dài,high,Đà Nẵng,2024-04-05,Nữ,26-35
856,Khách hàng 856,customer856@email.com,0931165928,Áo cưới,low,Huế,2023-10-21,Nữ,55+
857,Khách hàng 857,customer857@email.com,0996513378,Áo dài|Đồ thể thao|Quần tây,medium,Hải Phòng,2021-11-12,Nam,26-35
858,Khách hàng 858,customer858@email.com,0912865928,Quần tây|Áo khoác|Áo cưới,medium,Cần Thơ,2024-11-12,Nam,18-25
859,Khách hàng 859,customer859@email.com,0982844534,Áo khoác|Chân váy|Áo sơ mi,medium,Đà Nẵng,2024-11-28,Nữ,26-35
860,Khách hàng 860,customer860@email.com,0931520928,Áo sơ mi|Chân váy,medium,Hà Nội,2021-05-22,Nữ,26-35
861,Khách hàng 861,customer861@email.com,0960874366,Áo dài|Chân váy,high,Huế,2022-01-15,Nữ,36-45
862,Khách hàng 862,customer862@email.com,0962008140,Vest|Chân váy,medium,Đà Nẵng,2022-01-24,Nữ,36-45
863,Khách hàng 863,customer863@email.com,0924826245,Váy công sở|Quần tây,medium,TP.HCM,2021-07-17,Nữ,18-25
864,Khách hàng 864,customer864@email.com,0924368701,Áo cưới,low,TP.HCM,2023-09-22,Nữ,26-35
865,Khách hàng 865,customer865@email.com,0916588161,Chân váy|Áo sơ mi,low,Cần Thơ,2023-01-21,Nam,55+
866,Khách hàng 866,customer866@email.com,0995753950,Áo khoác|Vest|Đồ thể thao,medium,Hải Phòng,2021-05-05,Nữ,46-55
867,Khách hàng 867,customer867@email.com,0919447334,Áo dài|Áo sơ mi|Đồ thể thao,low,TP.HCM,2022-09-15,Nữ,18-25
868,Khách hàng 868,customer868@email.com,0961718263,Chân váy,low,Cần Thơ,2022-01-24,Nữ,55+
869,Khách hàng 869,customer869@email.com,0995714702,Chân váy|Váy công sở|Vest,medium,Đà Nẵng,2024-03-26,Nữ,46-55
870,Khách hàng 870,customer870@email.com,0983815115,Đầm dạ hội,medium,Cần Thơ,2023-04-03,Nữ,36-45
871,Khách hàng 871,customer871@email.com,0953574336,Quần tây|Chân váy,medium,Huế,2023-02-01,Nữ,26-35
872,Khách hàng 872,customer872@email.com,0983232714,Đồ thể thao,medium,Đà Nẵng,2022-03-15,Nữ,26-35
873,Khách hàng 873,customer873@email.com,0910026256,Áo khoác|Váy công sở,high,Huế,2021-03-12,Nữ,55+
874,Khách hàng 874,customer874@email.com,0939781129,Áo dài|Áo sơ mi,high,TP.HCM,2022-03-16,Nữ,36-45
875,Khách hàng 875,customer875@email.com,0984668420,Chân váy|Đồ thể thao,high,TP.HCM,2024-03-14,Nam,26-35
876,Khách hàng 876,customer876@email.com,0959269031,Áo sơ mi,low,Hà Nội,2024-04-07,Nam,36-45
877,Khách hàng 877,customer877@email.com,0974764506,Áo cưới|Vest|Quần tây,medium,Biên Hòa,2021-12-21,Nữ,46-55
878,Khách hàng 878,customer878@email.com,0996201956,Đồ thể thao,low,Nha Trang,2022-09-08,Nữ,36-45
879,Khách hàng 879,customer879@email.com,0965904597,Quần tây|Váy công sở,high,TP.HCM,2021-09-04,Nữ,36-45
880,Khách hàng 880,customer880@email.com,0917264930,Váy công sở,medium,Hà Nội,2022-09-17,Nữ,26-35
881,Khách hàng 881,customer881@email.com,0962731823,Áo cưới|Đầm dạ hội|Áo dài,high,Huế,2023-07-02,Nam,26-35
882,Khách hàng 882,customer882@email.com,0955119729,Đầm dạ hội|Đồ thể thao,medium,Hải Phòng,2021-06-19,Nữ,26-35
883,Khách hàng 883,customer883@email.com,0927498659,Chân váy|Váy công sở,medium,TP.HCM,2021-10-04,Nữ,36-45
884,Khách hàng 884,customer884@email.com,0942522981,Đồ thể thao|Chân váy|Áo cưới,low,Hà Nội,2021-05-27,Nữ,36-45
885,Khách hàng 885,customer885@email.com,0966846657,Váy công sở,medium,Hà Nội,2023-01-19,Nữ,18-25
886,Khách hàng 886,customer886@email.com,0992707781,Đầm dạ hội|Quần tây,medium,Hà Nội,2023-06-25,Nữ,26-35
887,Khách hàng 887,customer887@email.com,0925082279,Quần tây|Đầm dạ hội|Vest,low,Huế,2021-04-22,Nam,46-55
888,Khách hàng 888,customer888@email.com,0924935479,Áo dài|Quần tây,medium,TP.HCM,2022-09-17,Nam,26-35
889,Khách hàng 889,customer889@email.com,0980231557,Chân váy,medium,Huế,2022-06-14,Nữ,36-45
890,Khách hàng 890,customer890@email.com,0944286770,Áo dài|Váy công sở|Đồ thể thao,low,TP.HCM,2021-12-15,Nữ,26-35
891,Khách hàng 891,customer891@email.com,0962163068,Áo dài|Vest,low,Nha Trang,2024-09-14,Nữ,46-55
